,source_data,source_location_of_data,source_comments_from_Tang_validation,data_cross_check_complete,UCYN_A_qPCR_assays_used,methods_sampling_analysis,time,lat,lon,depth,UCYN_A1_nifH_gene,UCYN_A2_A3_A4_nifH_gene,total_UCYN_A__nifH_gene,UCYN_B_nifH_gene,UCYN_C_nifH_gene,trichodesmium_nifH_gene,richelia_nifH_gene,calothrix_nifH_gene,richelia_associated_species,calothrix_associated_species,notes
1631,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2486",,N (Luo),Church 2005 (A1),qPCR,2003-03-24 00:00:00,-27.69,162.03,150.07,403,,,5562.71381886372,,134.68650165383414,,,,,
1632,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2487",,N (Luo),Church 2005 (A1),qPCR,2003-03-25 00:00:00,-25.38,164.01,5.15,361554,,,24316.887025511867,,88.00916902225663,,,,,
1633,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2488",,N (Luo),Church 2005 (A1),qPCR,2003-03-25 00:00:00,-25.38,164.01,14.88,414256,,,13515.39965485455,,29240.312681596195,1865.5037431475455,,"Rhizosolenia,Hemiaulus",,
1634,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2489",,N (Luo),Church 2005 (A1),qPCR,2003-03-25 00:00:00,-25.38,164.01,29.67,1019156.4888841568,,,25816.629543992283,,12342.628284756876,702.2623727438315,,"Rhizosolenia,Hemiaulus",,
1635,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2490",,N (Luo),Church 2005 (A1),qPCR,2003-03-25 00:00:00,-25.38,164.01,60.12,40551,,,3324.649744240715,,19.970148642750132,,,,,
1636,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2491",,N (Luo),Church 2005 (A1),qPCR,2003-03-25 00:00:00,-25.38,164.01,79.53,90,,,876.9470916047969,,41.38749615395355,,,,,
1637,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2492",,N (Luo),Church 2005 (A1),qPCR,2003-03-25 00:00:00,-25.38,164.01,115.01,50,,,242.8399126726967,,0.0,,,,,
1638,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2493",,N (Luo),Church 2005 (A1),qPCR,2003-03-25 00:00:00,-25.38,164.01,149.44,40,,,118.68704639477737,,1.0,,,,,
1639,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2494",,N (Luo),Church 2005 (A1),qPCR,2003-03-28 00:00:00,-23.05,166.233,4.7,111644,,,3641.364979483352,,515.7449560590661,,,,,
1640,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2495",,N (Luo),Church 2005 (A1),qPCR,2003-03-28 00:00:00,-23.05,166.233,14.89,204141,,,2226.090868975556,,75124.95358010057,1048.803163782958,,"Rhizosolenia,Hemiaulus",,
1641,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2496",,N (Luo),Church 2005 (A1),qPCR,2003-03-28 00:00:00,-23.05,166.233,30.1,363373.6414470908,,,2032.1953997969326,,21285.790263179842,125.01947272604185,,"Rhizosolenia,Hemiaulus",,
1642,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2497",,N (Luo),Church 2005 (A1),qPCR,2003-03-28 00:00:00,-23.05,166.233,50.87,4361,,,47752.41984588395,,1.0,,,,,
1643,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2498",,N (Luo),Church 2005 (A1),qPCR,2003-03-28 00:00:00,-23.05,166.233,75.29,229,,,2076.182898775743,,1.0,,,,,
1644,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2499",,N (Luo),Church 2005 (A1),qPCR,2003-03-28 00:00:00,-23.05,166.233,100.2,43,,,1469.2562425379872,,,,,,,
1645,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2500",,N (Luo),Church 2005 (A1),qPCR,2003-03-28 00:00:00,-23.05,166.233,124.25,12,,,230.90359989505467,,,,,,,
1646,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2501",,N (Luo),Church 2005 (A1),qPCR,2003-03-28 00:00:00,-23.05,166.233,149.98,42,,,1037.1536084113384,,,,,,,
1647,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2502",,N (Luo),Church 2005 (A1),qPCR,2003-03-29 00:00:00,-22.55,170.39,149.49,84.9569868043712,,,233.93809289869588,,6362.905452907686,,,,,
1648,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2503",,N (Luo),Church 2005 (A1),qPCR,2003-03-29 00:00:00,-22.55,170.39,125.0,1,,,1.0,,,,,,,
1649,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2504",,N (Luo),Church 2005 (A1),qPCR,2003-03-29 00:00:00,-22.55,170.39,99.09,1,,,1106.6427902027544,,434.9798256954895,,,,,
1650,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2505",,N (Luo),Church 2005 (A1),qPCR,2003-03-29 00:00:00,-22.55,170.39,80.63,1,,,1347.118315902825,,217.37538766383196,,,,,
1651,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2506",,N (Luo),Church 2005 (A1),qPCR,2003-03-29 00:00:00,-22.55,170.39,49.08,104845.27799729863,,,10151.789253995079,,15041.280254589336,0.0,,Hemiaulus,,
1652,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2507",,N (Luo),Church 2005 (A1),qPCR,2003-03-29 00:00:00,-22.55,170.39,30.3,340092.5940255443,,,11484.992441192046,,45879.82101746301,134.535426033823,,"Rhizosolenia,Hemiaulus",,
1653,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2508",,N (Luo),Church 2005 (A1),qPCR,2003-03-29 00:00:00,-22.55,170.39,15.86,278614.4093057165,,,33339.40853554332,,169383.86105987773,828.4047717432328,,"Rhizosolenia,Hemiaulus",,
1654,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2509",,N (Luo),Church 2005 (A1),qPCR,2003-03-29 00:00:00,-22.55,170.39,5.68,131870.99489526683,,,9891.087164260935,,477606.441095657,,,,,
1655,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2510",,N (Luo),Church 2005 (A1),qPCR,2003-03-30 00:00:00,-22.05,174.35,129.33,1,,,73.64247658077552,,0.0,,,,,
1656,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2511",,N (Luo),Church 2005 (A1),qPCR,2003-03-30 00:00:00,-22.05,174.35,111.96,1,,,69.61650420776381,,404.7671815777667,,,,,
1657,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2512",,N (Luo),Church 2005 (A1),qPCR,2003-03-30 00:00:00,-22.05,174.35,90.5,350,,,498.4325743279045,,1.0,,,,,
1658,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2513",,N (Luo),Church 2005 (A1),qPCR,2003-03-30 00:00:00,-22.05,174.35,69.32,110308.79942208501,,,1973.0,,8855.33570732329,,,,,
1659,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2514",,N (Luo),Church 2005 (A1),qPCR,2003-03-30 00:00:00,-22.05,174.35,30.17,260573.5441405219,,,16244.786151101876,,68499.54851684894,1116.7530497059934,,"Rhizosolenia,Hemiaulus",,
1660,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2515",,N (Luo),Church 2005 (A1),qPCR,2003-03-30 00:00:00,-22.05,174.35,14.86,5680.037558333578,,,30334.512813066183,,463093.46575342724,2822.9277479906496,,"Rhizosolenia,Hemiaulus",,
1661,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2516",,N (Luo),Church 2005 (A1),qPCR,2003-03-30 00:00:00,-22.05,174.35,5.11,4313.176778754932,,,115269.66328121332,,1095709.9407224061,,,,,
1662,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2517",,N (Luo),Church 2005 (A1),qPCR,2003-03-31 00:00:00,-21.55,178.3,148.539,0,,,88.02885236638062,,1.0,,,,,
1663,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2518",,N (Luo),Church 2005 (A1),qPCR,2003-03-31 00:00:00,-21.55,178.3,125.588,0,,,141.03854935558888,,1.0,,,,,
1664,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2519",,N (Luo),Church 2005 (A1),qPCR,2003-03-31 00:00:00,-21.55,178.3,95.584,1,,,154.2221684295739,,119.14350834096246,,,,,
1665,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2520",,N (Luo),Church 2005 (A1),qPCR,2003-03-31 00:00:00,-21.55,178.3,74.975,721.5804953695744,,,471.63935615905416,,356.0846845336562,,,,,
1666,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2521",,N (Luo),Church 2005 (A1),qPCR,2003-03-31 00:00:00,-21.55,178.3,50.743,384345.2911339374,,,12653.50424883169,,22234.709923772192,,,,,
1667,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2522",,N (Luo),Church 2005 (A1),qPCR,2003-03-31 00:00:00,-21.55,178.3,29.169,862.2168508568657,,,153142.37633573162,,181864.13202796393,690.4036749412232,,"Rhizosolenia,Hemiaulus",,
1668,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2523",,N (Luo),Church 2005 (A1),qPCR,2003-03-31 00:00:00,-21.55,178.3,15.058,1496.20258647896,,,143060.02768903872,,413862.6384168061,2378.2856732518694,,"Rhizosolenia,Hemiaulus",,
1669,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2524",,N (Luo),Church 2005 (A1),qPCR,2003-03-31 00:00:00,-21.55,178.3,5.292,82.51764467121427,,,40193.624258855314,,234489.61358432047,,,,,
1670,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2525",,N (Luo),Church 2005 (A1),qPCR,2003-04-02 00:00:00,-21.05,-177.77,149.58,0,,,1.0,,1.0,,,,,
1671,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2526",,N (Luo),Church 2005 (A1),qPCR,2003-04-02 00:00:00,-21.05,-177.77,123.31,0,,,1.0,,,,,,,
1672,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2527",,N (Luo),Church 2005 (A1),qPCR,2003-04-02 00:00:00,-21.05,-177.77,100.11,0,,,1.0,,,,,,,
1673,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2528",,N (Luo),Church 2005 (A1),qPCR,2003-04-02 00:00:00,-21.05,-177.77,62.06,0,,,639.5853518418348,,151.05205567142718,,,,,
1674,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2529",,N (Luo),Church 2005 (A1),qPCR,2003-04-02 00:00:00,-21.05,-177.77,50.02,57.11078776071878,,,3429.770599388661,,1942.2338157895495,,,,,
1675,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2530",,N (Luo),Church 2005 (A1),qPCR,2003-04-02 00:00:00,-21.05,-177.77,30.42,0,,,4880.465114420546,,162165.34274484686,508.1276318725614,,"Rhizosolenia,Hemiaulus",,
1676,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2531",,N (Luo),Church 2005 (A1),qPCR,2003-04-02 00:00:00,-21.05,-177.77,14.76,0,,,5526.178067896455,,757308.6076830484,2296.5450096563873,,"Rhizosolenia,Hemiaulus",,
1677,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2532",,N (Luo),Church 2005 (A1),qPCR,2003-04-02 00:00:00,-21.05,-177.77,4.6,1,,,24885.007570579473,,285749.03370327665,,,,,
1678,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2533",,N (Luo),Church 2005 (A1),qPCR,2003-04-03 00:00:00,-20.47,-173.55,148.43,0,,,142.71680383440287,,0.0,,,,,
1679,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2534",,N (Luo),Church 2005 (A1),qPCR,2003-04-03 00:00:00,-20.47,-173.55,123.42,0,,,191.6006003355294,,0.0,,,,,
1680,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2535",,N (Luo),Church 2005 (A1),qPCR,2003-04-03 00:00:00,-20.47,-173.55,99.88,1,,,391.78257684681046,,1.0,,,,,
1681,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2536",,N (Luo),Church 2005 (A1),qPCR,2003-04-03 00:00:00,-20.47,-173.55,73.22,,,,,,438.4256614576531,,,,,
1682,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2537",,N (Luo),Church 2005 (A1),qPCR,2003-04-03 00:00:00,-20.47,-173.55,74.18,1,,,1173.6461134848998,,,,,,,
1683,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2538",,N (Luo),Church 2005 (A1),qPCR,2003-04-03 00:00:00,-20.47,-173.55,49.63,1175.3430044649617,,,5726.792326842231,,58647.02757948113,,,,,
1684,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2539",,N (Luo),Church 2005 (A1),qPCR,2003-04-03 00:00:00,-20.47,-173.55,30.28,348.06016322570144,,,118165.45731160557,,396682.9150880858,630.1310676465557,,"Rhizosolenia,Hemiaulus",,
1685,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2540",,N (Luo),Church 2005 (A1),qPCR,2003-04-03 00:00:00,-20.47,-173.55,15.07,293.1419490582103,,,184275.30813816882,,946467.8521117127,3261.703100071519,,"Rhizosolenia,Hemiaulus",,
1686,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2541",,N (Luo),Church 2005 (A1),qPCR,2003-04-03 00:00:00,-20.47,-173.55,5.47,1,,,60559.96385921994,,169386.94428439837,,,,,
1687,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2542",,N (Luo),Church 2005 (A1),qPCR,2003-04-05 00:00:00,-20.0,-170.0,149.71,0,,,1.0,,1.0,,,,,
1688,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2543",,N (Luo),Church 2005 (A1),qPCR,2003-04-05 00:00:00,-20.0,-170.0,123.71,0,,,517.7288836066423,,1.0,,,,,
1689,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2544",,N (Luo),Church 2005 (A1),qPCR,2003-04-05 00:00:00,-20.0,-170.0,100.73,1,,,458.7002477786369,,1.0,,,,,
1690,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2545",,N (Luo),Church 2005 (A1),qPCR,2003-04-05 00:00:00,-20.0,-170.0,75.18,1,,,1430.2133951956362,,0.0,,,,,
1691,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2546",,N (Luo),Church 2005 (A1),qPCR,2003-04-05 00:00:00,-20.0,-170.0,51.55,9000.619894727131,,,45644.454943096884,,9881.564720750423,,,,,
1692,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2547",,N (Luo),Church 2005 (A1),qPCR,2003-04-05 00:00:00,-20.0,-170.0,30.15,0,,,72797.4859299035,,106.17401893449994,0.0,,"Rhizosolenia,Hemiaulus",,
1693,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2548",,N (Luo),Church 2005 (A1),qPCR,2003-04-05 00:00:00,-20.0,-170.0,14.53,0,,,23633.094621072836,,185.300900916536,953.062500348134,,"Rhizosolenia,Hemiaulus",,
1694,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2549",,N (Luo),Church 2005 (A1),qPCR,2003-04-05 00:00:00,-20.0,-170.0,5.96,0,,,116380.8834172207,,313.4743861082031,,,,,
1695,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2550",,N (Luo),Church 2005 (A1),qPCR,2003-04-06 00:00:00,-17.5,-170.0,175.0,1,,,931.1864139946716,,1.0,,,,,
1696,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2551",,N (Luo),Church 2005 (A1),qPCR,2003-04-06 00:00:00,-17.5,-170.0,152.09,1,,,328.674936168216,,1.0,,,,,
1697,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2552",,N (Luo),Church 2005 (A1),qPCR,2003-04-06 00:00:00,-17.5,-170.0,110.0,1,,,274.7752565812728,,0.0,,,,,
1698,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2553",,N (Luo),Church 2005 (A1),qPCR,2003-04-06 00:00:00,-17.5,-170.0,75.49,0,,,223.66019474329832,,1.0,,,,,
1699,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2554",,N (Luo),Church 2005 (A1),qPCR,2003-04-06 00:00:00,-17.5,-170.0,48.64,0,,,1.0,,0.0,,,,,
1700,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2555",,N (Luo),Church 2005 (A1),qPCR,2003-04-06 00:00:00,-17.5,-170.0,30.28,0,,,365.2886435432887,,0.0,0.0,,"Rhizosolenia,Hemiaulus",,
1701,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2556",,N (Luo),Church 2005 (A1),qPCR,2003-04-06 00:00:00,-17.5,-170.0,15.13,0,,,281255.7759820546,,25897.807963295847,0.0,,"Rhizosolenia,Hemiaulus",,
1702,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2557",,N (Luo),Church 2005 (A1),qPCR,2003-04-06 00:00:00,-17.5,-170.0,4.81,0,,,1489307.9458901582,,81591.09007250516,,,,,
1703,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2558",,N (Luo),Church 2005 (A1),qPCR,2003-04-07 00:00:00,-15.0,-170.0,149.2,,,,9992.19350703045,,3773.7035229256885,,,,,
1704,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2559",,N (Luo),Church 2005 (A1),qPCR,2003-04-07 00:00:00,-15.0,-170.0,116.09,0,,,10011.180055632083,,1137.7129941983032,,,,,
1705,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2560",,N (Luo),Church 2005 (A1),qPCR,2003-04-07 00:00:00,-15.0,-170.0,95.16,0,,,6345.250124735774,,1.0,,,,,
1706,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2561",,N (Luo),Church 2005 (A1),qPCR,2003-04-07 00:00:00,-15.0,-170.0,75.01,1065.7111905202319,,,52039.959530454194,,1284.6955716157465,,,,,
1707,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2562",,N (Luo),Church 2005 (A1),qPCR,2003-04-07 00:00:00,-15.0,-170.0,49.67,8729.156748341671,,,287171.68999856914,,162975.15451028157,,,,,
1708,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2563",,N (Luo),Church 2005 (A1),qPCR,2003-04-07 00:00:00,-15.0,-170.0,29.92,0,,,387859.7506241285,,426917.9270938419,150.01925734199477,,"Rhizosolenia,Hemiaulus",,
1709,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2564",,N (Luo),Church 2005 (A1),qPCR,2003-04-07 00:00:00,-15.0,-170.0,14.68,0,,,969933.7493706696,,1980529.861303908,693.0783411987335,,"Rhizosolenia,Hemiaulus",,
1710,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2565",,N (Luo),Church 2005 (A1),qPCR,2003-04-07 00:00:00,-15.0,-170.0,5.29,1,,,288241.91702593316,,1545575.8134387836,,,,,
1711,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2566",,N (Luo),Church 2005 (A1),qPCR,2003-04-08 00:00:00,-15.0,-173.75,168.87,0,,,1411.4291964892234,,343.45456208296673,,,,,
1712,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2567",,N (Luo),Church 2005 (A1),qPCR,2003-04-08 00:00:00,-15.0,-173.75,133.47,0,,,2653.670963472582,,1952.6844619543706,,,,,
1713,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2568",,N (Luo),Church 2005 (A1),qPCR,2003-04-08 00:00:00,-15.0,-173.75,99.62,0,,,4702.477856539925,,1518.5712957051176,,,,,
1714,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2569",,N (Luo),Church 2005 (A1),qPCR,2003-04-08 00:00:00,-15.0,-173.75,75.46,1516.7989487858158,,,12312.025818452657,,28887.09635743842,,,,,
1715,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2570",,N (Luo),Church 2005 (A1),qPCR,2003-04-08 00:00:00,-15.0,-173.75,49.91,0,,,122762.29403801238,,23834.157057749224,,,,,
1716,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2571",,N (Luo),Church 2005 (A1),qPCR,2003-04-08 00:00:00,-15.0,-173.75,30.16,0,,,241624.65829492052,,673164.3133731206,,,,,
1717,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2572",,N (Luo),Church 2005 (A1),qPCR,2003-04-08 00:00:00,-15.0,-173.75,14.07,0,,,98253.18931371212,,711749.2353908459,5767.750978048493,,"Rhizosolenia,Hemiaulus",,
1718,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2573",,N (Luo),Church 2005 (A1),qPCR,2003-04-08 00:00:00,-15.0,-173.75,4.57,0,,,438272.94727561926,,718459.5424837611,,,,,
1719,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2574",,N (Luo),Church 2005 (A1),qPCR,2003-04-09 00:00:00,-15.0,-177.5,149.55,1,,,2877.327694668527,,117.75788471533365,,,,,
1720,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2575",,N (Luo),Church 2005 (A1),qPCR,2003-04-09 00:00:00,-15.0,-177.5,127.03,83.31388727142242,,,1037.589844166326,,7837.550513029419,,,,,
1721,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2576",,N (Luo),Church 2005 (A1),qPCR,2003-04-09 00:00:00,-15.0,-177.5,98.52,11381.406763889012,,,1745.2720972525105,,1.0,,,,,
1722,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2577",,N (Luo),Church 2005 (A1),qPCR,2003-04-09 00:00:00,-15.0,-177.5,75.29,5140.884126420249,,,211492.40707260024,,2730.512054094172,,,,,
1723,"Moisander et al. (2010), doi:10.1126/science.1185468","Luo et al., (2012), doi:org/10.5194/essd-4-47-2578",,N (Luo),Church 2005 (A1),qPCR,2003-04-09 00:00:00,-15.0,-177.5,49.2,0,,,468619.20333406236,,7088.325061213084,,,,,
